district,municipaly,year,week,outlier_score
Reutte,Häselgehr,2020,8,0.05289553850889206
Lienz,Untertilliach,2020,8,0.05289553850889206
Imst,Karres,2020,12,0.05289553850889206
Landeck,Kauns,2020,13,0.05289553850889206
Landeck,Kaunerberg,2020,14,0.05289553850889206
Innsbruck-Land,Pettnau,2020,15,0.05289553850889206
Innsbruck-Land,Flaurling,2020,16,0.05289553850889206
Innsbruck-Land,Grinzens,2020,17,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,1,0.05289553850889206
Schwaz,Tux,2020,2,0.05289553850889206
Schwaz,Weerberg,2020,3,0.05289553850889206
Kufstein,Kirchbichl,2020,4,0.05289553850889206
Kufstein,Angath,2020,5,0.05289553850889206
Lienz,Tristach,2020,6,0.05289553850889206
Lienz,Heinfels,2020,7,0.05289553850889206
Reutte,Pfafflar,2020,14,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,15,0.05289553850889206
Imst,Mieming,2020,16,0.7735317349433899
Reutte,Wängle,2020,12,0.05289553850889206
Reutte,Häselgehr,2020,13,0.05289553850889206
Lienz,Untertilliach,2020,13,0.05289553850889206
Imst,Karres,2020,17,0.05289553850889206
Landeck,Flirsch,2020,1,0.05289553850889206
Landeck,Ried im Oberinntal,2020,2,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,3,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,4,0.05289553850889206
Innsbruck-Land,Vals,2020,5,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,6,0.05289553850889206
Schwaz,Tux,2020,7,0.05289553850889206
Schwaz,Weerberg,2020,8,0.05289553850889206
Kufstein,Kirchbichl,2020,9,0.05289553850889206
Kufstein,Angath,2020,10,0.05289553850889206
Lienz,Tristach,2020,11,0.05289553850889206
Lienz,Heinfels,2020,12,0.05289553850889206
Reutte,Pfafflar,2020,11,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,12,0.05289553850889206
Imst,Mieming,2020,13,0.05289553850889206
Reutte,Wängle,2020,9,0.05289553850889206
Reutte,Häselgehr,2020,10,0.05289553850889206
Lienz,Untertilliach,2020,10,0.05289553850889206
Imst,Karres,2020,14,0.05289553850889206
Landeck,Kauns,2020,15,0.05289553850889206
Landeck,Kaunerberg,2020,16,0.05289553850889206
Innsbruck-Land,Pettnau,2020,17,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,1,0.05289553850889206
Innsbruck-Land,Vals,2020,2,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,3,0.05289553850889206
Schwaz,Tux,2020,4,0.05289553850889206
Schwaz,Weerberg,2020,5,0.05289553850889206
Kufstein,Kirchbichl,2020,6,0.05289553850889206
Kufstein,Angath,2020,7,0.05289553850889206
Lienz,Tristach,2020,8,0.05289553850889206
Lienz,Heinfels,2020,9,0.05289553850889206
Reutte,Pfafflar,2020,12,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,13,0.05289553850889206
Imst,Mieming,2020,14,0.05289553850889206
Reutte,Wängle,2020,10,0.05289553850889206
Reutte,Häselgehr,2020,11,0.05289553850889206
Lienz,Untertilliach,2020,11,0.05289553850889206
Imst,Karres,2020,15,0.05289553850889206
Landeck,Kauns,2020,16,0.05289553850889206
Landeck,Kaunerberg,2020,17,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,1,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,2,0.05289553850889206
Innsbruck-Land,Vals,2020,3,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,4,0.05289553850889206
Schwaz,Tux,2020,5,0.7735317349433899
Schwaz,Weerberg,2020,6,0.05289553850889206
Kufstein,Kirchbichl,2020,7,0.05289553850889206
Kufstein,Angath,2020,8,0.05289553850889206
Lienz,Tristach,2020,9,0.05289553850889206
Lienz,Heinfels,2020,10,0.05289553850889206
Reutte,Pfafflar,2020,13,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,14,0.05289553850889206
Imst,Mieming,2020,15,0.05289553850889206
Reutte,Wängle,2020,11,0.05289553850889206
Reutte,Häselgehr,2020,12,0.05289553850889206
Lienz,Untertilliach,2020,12,0.05289553850889206
Imst,Karres,2020,16,0.05289553850889206
Landeck,Kauns,2020,17,0.05289553850889206
Landeck,Ried im Oberinntal,2020,1,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,2,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,3,0.05289553850889206
Innsbruck-Land,Vals,2020,4,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,5,0.05289553850889206
Schwaz,Tux,2020,6,0.05289553850889206
Schwaz,Weerberg,2020,7,0.05289553850889206
Kufstein,Kirchbichl,2020,8,0.05289553850889206
Kufstein,Angath,2020,9,0.05289553850889206
Lienz,Tristach,2020,10,0.05289553850889206
Lienz,Heinfels,2020,11,0.05289553850889206
Reutte,Gramais,2020,1,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,2,0.05289553850889206
Imst,Haiming,2020,3,0.05289553850889206
Reutte,Wängle,2020,16,0.05289553850889206
Reutte,Häselgehr,2020,17,0.05289553850889206
Lienz,Untertilliach,2020,17,0.05289553850889206
Imst,Mils bei Imst,2020,4,0.05289553850889206
Landeck,Flirsch,2020,5,0.05289553850889206
Landeck,Ried im Oberinntal,2020,6,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,7,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,8,0.05289553850889206
Innsbruck-Land,Vals,2020,9,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,10,0.05289553850889206
Schwaz,Tux,2020,11,0.05289553850889206
Schwaz,Weerberg,2020,12,0.05289553850889206
Kufstein,Kirchbichl,2020,13,0.995023250579834
Kufstein,Angath,2020,14,0.05289553850889206
Lienz,Tristach,2020,15,0.05289553850889206
Lienz,Heinfels,2020,16,0.05289553850889206
Reutte,Pfafflar,2020,15,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,16,0.05289553850889206
Imst,Mieming,2020,17,0.05289553850889206
Reutte,Wängle,2020,13,0.05289553850889206
Reutte,Häselgehr,2020,14,0.05289553850889206
Lienz,Untertilliach,2020,14,0.05289553850889206
Imst,Mils bei Imst,2020,1,0.05289553850889206
Landeck,Flirsch,2020,2,0.05289553850889206
Landeck,Ried im Oberinntal,2020,3,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,4,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,5,0.05289553850889206
Innsbruck-Land,Vals,2020,6,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,7,0.05289553850889206
Schwaz,Tux,2020,8,0.05289553850889206
Schwaz,Weerberg,2020,9,0.05289553850889206
Kufstein,Kirchbichl,2020,10,0.05289553850889206
Kufstein,Angath,2020,11,0.05289553850889206
Lienz,Tristach,2020,12,0.05289553850889206
Lienz,Heinfels,2020,13,0.05289553850889206
Reutte,Pfafflar,2020,16,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,17,0.05289553850889206
Imst,Haiming,2020,1,0.05289553850889206
Reutte,Wängle,2020,14,0.05289553850889206
Reutte,Häselgehr,2020,15,0.05289553850889206
Lienz,Untertilliach,2020,15,0.05289553850889206
Imst,Mils bei Imst,2020,2,0.05289553850889206
Landeck,Flirsch,2020,3,0.05289553850889206
Landeck,Ried im Oberinntal,2020,4,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,5,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,6,0.05289553850889206
Innsbruck-Land,Vals,2020,7,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,8,0.05289553850889206
Schwaz,Tux,2020,9,0.05289553850889206
Schwaz,Weerberg,2020,10,0.05289553850889206
Kufstein,Kirchbichl,2020,11,0.05289553850889206
Kufstein,Angath,2020,12,0.05289553850889206
Lienz,Tristach,2020,13,0.05289553850889206
Lienz,Heinfels,2020,14,0.05289553850889206
Reutte,Pfafflar,2020,17,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,1,0.05289553850889206
Imst,Haiming,2020,2,0.05289553850889206
Reutte,Wängle,2020,15,0.05289553850889206
Reutte,Häselgehr,2020,16,0.05289553850889206
Lienz,Untertilliach,2020,16,0.05289553850889206
Imst,Mils bei Imst,2020,3,0.05289553850889206
Landeck,Flirsch,2020,4,0.05289553850889206
Landeck,Ried im Oberinntal,2020,5,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,6,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,7,0.05289553850889206
Innsbruck-Land,Vals,2020,8,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,9,0.05289553850889206
Schwaz,Tux,2020,10,0.05289553850889206
Schwaz,Weerberg,2020,11,0.05289553850889206
Kufstein,Kirchbichl,2020,12,0.05289553850889206
Kufstein,Angath,2020,13,0.05289553850889206
Lienz,Tristach,2020,14,0.05289553850889206
Lienz,Heinfels,2020,15,0.05289553850889206
Reutte,Gramais,2020,5,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,6,0.05289553850889206
Imst,Haiming,2020,7,0.05289553850889206
Reutte,Pinswang,2020,3,0.05289553850889206
Reutte,Bichlbach,2020,4,0.05289553850889206
Lienz,Amlach,2020,4,0.05289553850889206
Imst,Mils bei Imst,2020,8,0.05289553850889206
Landeck,Flirsch,2020,9,0.05289553850889206
Landeck,Ried im Oberinntal,2020,10,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,11,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,12,0.05289553850889206
Innsbruck-Land,Vals,2020,13,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,14,0.05289553850889206
Schwaz,Tux,2020,15,0.05289553850889206
Schwaz,Weerberg,2020,16,0.05289553850889206
Kufstein,Kirchbichl,2020,17,0.05289553850889206
Kufstein,Söll,2020,1,0.05289553850889206
Lienz,Ainet,2020,2,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,3,0.05289553850889206
Reutte,Gramais,2020,2,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,3,0.05289553850889206
Imst,Haiming,2020,4,0.05289553850889206
Reutte,Wängle,2020,17,0.05289553850889206
Reutte,Bichlbach,2020,1,0.05289553850889206
Lienz,Amlach,2020,1,0.05289553850889206
Imst,Mils bei Imst,2020,5,0.05289553850889206
Landeck,Flirsch,2020,6,0.05289553850889206
Landeck,Ried im Oberinntal,2020,7,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,8,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,9,0.05289553850889206
Innsbruck-Land,Vals,2020,10,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,11,0.05289553850889206
Schwaz,Tux,2020,12,0.05289553850889206
Schwaz,Weerberg,2020,13,0.05289553850889206
Kufstein,Kirchbichl,2020,14,0.05289553850889206
Kufstein,Angath,2020,15,0.05289553850889206
Lienz,Tristach,2020,16,0.05289553850889206
Lienz,Heinfels,2020,17,0.05289553850889206
Reutte,Gramais,2020,3,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,4,0.05289553850889206
Imst,Haiming,2020,5,0.05289553850889206
Reutte,Pinswang,2020,1,0.05289553850889206
Reutte,Bichlbach,2020,2,0.05289553850889206
Lienz,Amlach,2020,2,0.05289553850889206
Imst,Mils bei Imst,2020,6,0.05289553850889206
Landeck,Flirsch,2020,7,0.05289553850889206
Landeck,Ried im Oberinntal,2020,8,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,9,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,10,0.05289553850889206
Innsbruck-Land,Vals,2020,11,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,12,0.05289553850889206
Schwaz,Tux,2020,13,0.05289553850889206
Schwaz,Weerberg,2020,14,0.05289553850889206
Kufstein,Kirchbichl,2020,15,0.9986892938613892
Kufstein,Angath,2020,16,0.05289553850889206
Lienz,Tristach,2020,17,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,1,0.05289553850889206
Reutte,Gramais,2020,4,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,5,0.05289553850889206
Imst,Haiming,2020,6,0.05289553850889206
Reutte,Pinswang,2020,2,0.05289553850889206
Reutte,Bichlbach,2020,3,0.05289553850889206
Lienz,Amlach,2020,3,0.05289553850889206
Imst,Mils bei Imst,2020,7,0.05289553850889206
Landeck,Flirsch,2020,8,0.05289553850889206
Landeck,Ried im Oberinntal,2020,9,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,10,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,11,0.05289553850889206
Innsbruck-Land,Vals,2020,12,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,13,0.05289553850889206
Schwaz,Tux,2020,14,0.05289553850889206
Schwaz,Weerberg,2020,15,0.05289553850889206
Kufstein,Kirchbichl,2020,16,0.05289553850889206
Kufstein,Angath,2020,17,0.05289553850889206
Lienz,Ainet,2020,1,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,2,0.05289553850889206
Reutte,Gramais,2020,9,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,10,0.05289553850889206
Imst,Haiming,2020,11,0.05289553850889206
Reutte,Pinswang,2020,7,0.05289553850889206
Reutte,Bichlbach,2020,8,0.05289553850889206
Lienz,Amlach,2020,8,0.05289553850889206
Imst,Mils bei Imst,2020,12,0.05289553850889206
Landeck,Flirsch,2020,13,0.05289553850889206
Landeck,Ried im Oberinntal,2020,14,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,15,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,16,0.05289553850889206
Innsbruck-Land,Vals,2020,17,0.05289553850889206
Innsbruck-Land,Schmirn,2020,1,0.05289553850889206
Schwaz,Strass im Zillertal,2020,2,0.05289553850889206
Schwaz,Schwendau,2020,3,0.05289553850889206
Kufstein,Radfeld,2020,4,0.05289553850889206
Kufstein,Söll,2020,5,0.05289553850889206
Lienz,Ainet,2020,6,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,7,0.05289553850889206
Reutte,Gramais,2020,6,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,7,0.05289553850889206
Imst,Haiming,2020,8,0.05289553850889206
Reutte,Pinswang,2020,4,0.05289553850889206
Reutte,Bichlbach,2020,5,0.05289553850889206
Lienz,Amlach,2020,5,0.05289553850889206
Imst,Mils bei Imst,2020,9,0.05289553850889206
Landeck,Flirsch,2020,10,0.05289553850889206
Landeck,Ried im Oberinntal,2020,11,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,12,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,13,0.05289553850889206
Innsbruck-Land,Vals,2020,14,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,15,0.05289553850889206
Schwaz,Tux,2020,16,0.05289553850889206
Schwaz,Weerberg,2020,17,0.05289553850889206
Kufstein,Radfeld,2020,1,0.05289553850889206
Kufstein,Söll,2020,2,0.05289553850889206
Lienz,Ainet,2020,3,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,4,0.05289553850889206
Reutte,Gramais,2020,7,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,8,0.05289553850889206
Imst,Haiming,2020,9,0.05289553850889206
Reutte,Pinswang,2020,5,0.05289553850889206
Reutte,Bichlbach,2020,6,0.05289553850889206
Lienz,Amlach,2020,6,0.05289553850889206
Imst,Mils bei Imst,2020,10,0.05289553850889206
Landeck,Flirsch,2020,11,0.05289553850889206
Landeck,Ried im Oberinntal,2020,12,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,13,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,14,0.05289553850889206
Innsbruck-Land,Vals,2020,15,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,16,0.05289553850889206
Schwaz,Tux,2020,17,0.05289553850889206
Schwaz,Schwendau,2020,1,0.05289553850889206
Kufstein,Radfeld,2020,2,0.05289553850889206
Kufstein,Söll,2020,3,0.05289553850889206
Lienz,Ainet,2020,4,0.9986892938613892
Lienz,Prägraten am Großvenediger,2020,5,0.05289553850889206
Reutte,Gramais,2020,8,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,9,0.05289553850889206
Imst,Haiming,2020,10,0.05289553850889206
Reutte,Pinswang,2020,6,0.05289553850889206
Reutte,Bichlbach,2020,7,0.05289553850889206
Lienz,Amlach,2020,7,0.05289553850889206
Imst,Mils bei Imst,2020,11,0.05289553850889206
Landeck,Flirsch,2020,12,0.05289553850889206
Landeck,Ried im Oberinntal,2020,13,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,14,0.05289553850889206
Innsbruck-Land,Fulpmes,2020,15,0.05289553850889206
Innsbruck-Land,Vals,2020,16,0.05289553850889206
Innsbruck-Land,Baumkirchen,2020,17,0.05289553850889206
Schwaz,Strass im Zillertal,2020,1,0.05289553850889206
Schwaz,Schwendau,2020,2,0.05289553850889206
Kufstein,Radfeld,2020,3,0.05289553850889206
Kufstein,Söll,2020,4,0.05289553850889206
Lienz,Ainet,2020,5,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,6,0.05289553850889206
Reutte,Gramais,2020,13,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,14,0.05289553850889206
Imst,Haiming,2020,15,0.05289553850889206
Reutte,Pinswang,2020,11,0.05289553850889206
Reutte,Bichlbach,2020,12,0.05289553850889206
Lienz,Amlach,2020,12,0.05289553850889206
Imst,Mils bei Imst,2020,16,0.05289553850889206
Landeck,Flirsch,2020,17,0.05289553850889206
Innsbruck-Land,Ranggen,2020,1,0.05289553850889206
Innsbruck-Land,Mutters,2020,2,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,3,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,4,0.05289553850889206
Innsbruck-Land,Schmirn,2020,5,0.05289553850889206
Schwaz,Strass im Zillertal,2020,6,0.05289553850889206
Schwaz,Schwendau,2020,7,0.05289553850889206
Kufstein,Radfeld,2020,8,0.05289553850889206
Kufstein,Söll,2020,9,0.05289553850889206
Lienz,Ainet,2020,10,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,11,0.05289553850889206
Reutte,Gramais,2020,10,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,11,0.05289553850889206
Imst,Haiming,2020,12,0.05289553850889206
Reutte,Pinswang,2020,8,0.05289553850889206
Reutte,Bichlbach,2020,9,0.05289553850889206
Lienz,Amlach,2020,9,0.05289553850889206
Imst,Mils bei Imst,2020,13,0.05289553850889206
Landeck,Flirsch,2020,14,0.05289553850889206
Landeck,Ried im Oberinntal,2020,15,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,16,0.995023250579834
Innsbruck-Land,Fulpmes,2020,17,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,1,0.05289553850889206
Innsbruck-Land,Schmirn,2020,2,0.05289553850889206
Schwaz,Strass im Zillertal,2020,3,0.05289553850889206
Schwaz,Schwendau,2020,4,0.05289553850889206
Kufstein,Radfeld,2020,5,0.05289553850889206
Kufstein,Söll,2020,6,0.05289553850889206
Lienz,Ainet,2020,7,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,8,0.05289553850889206
Reutte,Gramais,2020,11,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,12,0.05289553850889206
Imst,Haiming,2020,13,0.05289553850889206
Reutte,Pinswang,2020,9,0.05289553850889206
Reutte,Bichlbach,2020,10,0.05289553850889206
Lienz,Amlach,2020,10,0.05289553850889206
Imst,Mils bei Imst,2020,14,0.05289553850889206
Landeck,Flirsch,2020,15,0.05289553850889206
Landeck,Ried im Oberinntal,2020,16,0.05289553850889206
Innsbruck-Land,Seefeld in Tirol,2020,17,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,1,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,2,0.05289553850889206
Innsbruck-Land,Schmirn,2020,3,0.05289553850889206
Schwaz,Strass im Zillertal,2020,4,0.05289553850889206
Schwaz,Schwendau,2020,5,0.05289553850889206
Kufstein,Radfeld,2020,6,0.05289553850889206
Kufstein,Söll,2020,7,0.05289553850889206
Lienz,Ainet,2020,8,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,9,0.05289553850889206
Reutte,Gramais,2020,12,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,13,0.05289553850889206
Imst,Haiming,2020,14,0.05289553850889206
Reutte,Pinswang,2020,10,0.05289553850889206
Reutte,Bichlbach,2020,11,0.05289553850889206
Lienz,Amlach,2020,11,0.05289553850889206
Imst,Mils bei Imst,2020,15,0.05289553850889206
Landeck,Flirsch,2020,16,0.05289553850889206
Landeck,Ried im Oberinntal,2020,17,0.05289553850889206
Innsbruck-Land,Mutters,2020,1,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,2,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,3,0.05289553850889206
Innsbruck-Land,Schmirn,2020,4,0.05289553850889206
Schwaz,Strass im Zillertal,2020,5,0.05289553850889206
Schwaz,Schwendau,2020,6,0.05289553850889206
Kufstein,Radfeld,2020,7,0.05289553850889206
Kufstein,Söll,2020,8,0.05289553850889206
Lienz,Ainet,2020,9,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,10,0.05289553850889206
Reutte,Gramais,2020,17,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,1,0.05289553850889206
Imst,Tarrenz,2020,2,0.05289553850889206
Reutte,Pinswang,2020,15,0.05289553850889206
Reutte,Bichlbach,2020,16,0.05289553850889206
Lienz,Amlach,2020,16,0.05289553850889206
Landeck,Ischgl,2020,3,0.05289553850889206
Landeck,Ladis,2020,4,0.05289553850889206
Innsbruck-Land,Ranggen,2020,5,0.05289553850889206
Innsbruck-Land,Mutters,2020,6,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,7,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,8,0.05289553850889206
Innsbruck-Land,Schmirn,2020,9,0.05289553850889206
Schwaz,Strass im Zillertal,2020,10,0.05289553850889206
Schwaz,Schwendau,2020,11,0.05289553850889206
Kufstein,Radfeld,2020,12,0.05289553850889206
Kufstein,Söll,2020,13,0.05289553850889206
Lienz,Ainet,2020,14,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,15,0.05289553850889206
Reutte,Gramais,2020,14,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,15,0.05289553850889206
Imst,Haiming,2020,16,0.05289553850889206
Reutte,Pinswang,2020,12,0.05289553850889206
Reutte,Bichlbach,2020,13,0.05289553850889206
Lienz,Amlach,2020,13,0.05289553850889206
Imst,Mils bei Imst,2020,17,0.05289553850889206
Landeck,Ladis,2020,1,0.05289553850889206
Innsbruck-Land,Ranggen,2020,2,0.05289553850889206
Innsbruck-Land,Mutters,2020,3,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,4,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,5,0.05289553850889206
Innsbruck-Land,Schmirn,2020,6,0.05289553850889206
Schwaz,Strass im Zillertal,2020,7,0.05289553850889206
Schwaz,Schwendau,2020,8,0.05289553850889206
Kufstein,Radfeld,2020,9,0.05289553850889206
Kufstein,Söll,2020,10,0.05289553850889206
Lienz,Ainet,2020,11,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,12,0.05289553850889206
Reutte,Gramais,2020,15,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,16,0.05289553850889206
Imst,Haiming,2020,17,0.05289553850889206
Reutte,Pinswang,2020,13,0.05289553850889206
Reutte,Bichlbach,2020,14,0.05289553850889206
Lienz,Amlach,2020,14,0.05289553850889206
Landeck,Ischgl,2020,1,0.05289553850889206
Landeck,Ladis,2020,2,0.05289553850889206
Innsbruck-Land,Ranggen,2020,3,0.05289553850889206
Innsbruck-Land,Mutters,2020,4,0.9986892938613892
Innsbruck-Land,Telfes im Stubai,2020,5,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,6,0.05289553850889206
Innsbruck-Land,Schmirn,2020,7,0.05289553850889206
Schwaz,Strass im Zillertal,2020,8,0.05289553850889206
Schwaz,Schwendau,2020,9,0.05289553850889206
Kufstein,Radfeld,2020,10,0.05289553850889206
Kufstein,Söll,2020,11,0.05289553850889206
Lienz,Ainet,2020,12,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,13,0.05289553850889206
Reutte,Gramais,2020,16,0.05289553850889206
Kitzbühel,Kirchberg in Tirol,2020,17,0.05289553850889206
Imst,Tarrenz,2020,1,0.05289553850889206
Reutte,Pinswang,2020,14,0.05289553850889206
Reutte,Bichlbach,2020,15,0.05289553850889206
Lienz,Amlach,2020,15,0.05289553850889206
Landeck,Ischgl,2020,2,0.05289553850889206
Landeck,Ladis,2020,3,0.05289553850889206
Innsbruck-Land,Ranggen,2020,4,0.05289553850889206
Innsbruck-Land,Mutters,2020,5,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,6,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,7,0.05289553850889206
Innsbruck-Land,Schmirn,2020,8,0.05289553850889206
Schwaz,Strass im Zillertal,2020,9,0.05289553850889206
Schwaz,Schwendau,2020,10,0.05289553850889206
Kufstein,Radfeld,2020,11,0.05289553850889206
Kufstein,Söll,2020,12,0.05289553850889206
Lienz,Ainet,2020,13,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,14,0.05289553850889206
Reutte,Hinterhornbach,2020,4,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,5,0.05289553850889206
Imst,Tarrenz,2020,6,0.05289553850889206
Reutte,Nesselwängle,2020,2,0.05289553850889206
Reutte,Stanzach,2020,3,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,3,0.9986892938613892
Landeck,Ischgl,2020,7,0.05289553850889206
Landeck,Ladis,2020,8,0.05289553850889206
Innsbruck-Land,Ranggen,2020,9,0.05289553850889206
Innsbruck-Land,Mutters,2020,10,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,11,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,12,0.05289553850889206
Innsbruck-Land,Schmirn,2020,13,0.05289553850889206
Schwaz,Strass im Zillertal,2020,14,0.05289553850889206
Schwaz,Schwendau,2020,15,0.05289553850889206
Kufstein,Radfeld,2020,16,0.7735317349433899
Kufstein,Söll,2020,17,0.05289553850889206
Lienz,Lienz,2020,1,0.05289553850889206
Lienz,Außervillgraten,2020,2,0.05289553850889206
Reutte,Hinterhornbach,2020,1,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,2,0.05289553850889206
Imst,Tarrenz,2020,3,0.05289553850889206
Reutte,Pinswang,2020,16,0.05289553850889206
Reutte,Bichlbach,2020,17,0.05289553850889206
Lienz,Amlach,2020,17,0.05289553850889206
Landeck,Ischgl,2020,4,0.05289553850889206
Landeck,Ladis,2020,5,0.05289553850889206
Innsbruck-Land,Ranggen,2020,6,0.05289553850889206
Innsbruck-Land,Mutters,2020,7,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,8,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,9,0.995023250579834
Innsbruck-Land,Schmirn,2020,10,0.05289553850889206
Schwaz,Strass im Zillertal,2020,11,0.05289553850889206
Schwaz,Schwendau,2020,12,0.05289553850889206
Kufstein,Radfeld,2020,13,0.05289553850889206
Kufstein,Söll,2020,14,0.05289553850889206
Lienz,Ainet,2020,15,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,16,0.05289553850889206
Reutte,Hinterhornbach,2020,2,0.05289553850889206
