date,year,week,municipaly,district,hash
18.11.2017,2017,46,Schwendt,Kitzbühel,-505109453
18.11.2017,2017,46,Schwendt,Kitzbühel,-744400271
18.11.2017,2017,46,Imst,Imst,-73427675
18.11.2017,2017,46,Westendorf,Kitzbühel,-1003783380
18.11.2017,2017,46,Anras,Lienz,516704602
18.11.2017,2017,46,Kirchbichl,Kufstein,2002706010
17.11.2017,2017,46,Seefeld in Tirol,Innsbruck-Land,-922061977
17.11.2017,2017,46,Weer,Schwaz,-239232182
17.11.2017,2017,46,Weerberg,Schwaz,130937033
17.11.2017,2017,46,Axams,Innsbruck-Land,-813611054
17.11.2017,2017,46,Kitzbühel,Kitzbühel,-1824175209
17.11.2017,2017,46,Bad Häring,Kufstein,-317580110
17.11.2017,2017,46,Gramais,Reutte,-820066704
17.11.2017,2017,46,Kramsach,Kufstein,2111903443
17.11.2017,2017,46,Brixlegg,Kufstein,493467346
17.11.2017,2017,46,Pettneu am Arlberg,Landeck,1525963783
16.11.2017,2017,46,Landeck,Landeck,-1314160011
16.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,-1933515789
16.11.2017,2017,46,Schwoich,Kufstein,-1567165129
16.11.2017,2017,46,Kufstein,Kufstein,1910191369
16.11.2017,2017,46,Kirchberg in Tirol,Kitzbühel,2004325147
16.11.2017,2017,46,Schwaz,Schwaz,1218225261
16.11.2017,2017,46,Kirchbichl,Kufstein,584530803
16.11.2017,2017,46,Rettenschöss,Kufstein,-396981793
15.11.2017,2017,46,Landeck,Landeck,1664973192
15.11.2017,2017,46,Stanz bei Landeck,Landeck,1099591689
15.11.2017,2017,46,Telfs,Innsbruck-Land,-991946133
15.11.2017,2017,46,Walchsee,Kufstein,1380930094
15.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,-977351170
15.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,1935578394
15.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,1739227727
15.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,-1514259385
15.11.2017,2017,46,Stams,Imst,1471163914
15.11.2017,2017,46,Going am Wilden Kaiser,Kitzbühel,-1328172177
15.11.2017,2017,46,Kirchbichl,Kufstein,1903889355
15.11.2017,2017,46,Pians,Landeck,1643961700
15.11.2017,2017,46,Roppen,Imst,1877404959
15.11.2017,2017,46,Ainet,Lienz,-2016588200
14.11.2017,2017,46,Ried im Zillertal,Schwaz,-2066342594
14.11.2017,2017,46,Wiesing,Schwaz,1012564699
14.11.2017,2017,46,Schwaz,Schwaz,-794116208
14.11.2017,2017,46,Buch in Tirol,Schwaz,1829053517
14.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,-599619668
14.11.2017,2017,46,Mieming,Imst,-1694537576
14.11.2017,2017,46,Hall in Tirol,Innsbruck-Land,1038361531
14.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,1236042363
14.11.2017,2017,46,Biberwier,Reutte,-1767997499
14.11.2017,2017,46,Reutte,Reutte,1164028345
14.11.2017,2017,46,Lechaschau,Reutte,-331978133
14.11.2017,2017,46,St. Johann in Tirol,Kitzbühel,-1967377941
14.11.2017,2017,46,Hopfgarten im Brixental,Kitzbühel,1278205986
14.11.2017,2017,46,Niederndorf,Kufstein,1278249848
13.11.2017,2017,46,Volders,Innsbruck-Land,-984707069
13.11.2017,2017,46,Seefeld in Tirol,Innsbruck-Land,1408362631
13.11.2017,2017,46,Fließ,Landeck,-487385451
13.11.2017,2017,46,Schwaz,Schwaz,1552599379
13.11.2017,2017,46,Hippach,Schwaz,-750820131
13.11.2017,2017,46,Volders,Innsbruck-Land,-2090625289
13.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,-152611463
13.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,1221284152
13.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,498472555
13.11.2017,2017,46,Innsbruck,Innsbruck-Stadt,402955911
13.11.2017,2017,46,Kirchdorf in Tirol,Kitzbühel,-913913961
13.11.2017,2017,46,Umhausen,Imst,1997071444
13.11.2017,2017,46,Kals am Großglockner,Lienz,-1166160925
13.11.2017,2017,46,Kirchbichl,Kufstein,-1750760146
13.11.2017,2017,46,Kirchdorf in Tirol,Kitzbühel,-1905532167
12.11.2017,2017,45,Fügen,Schwaz,1118958541
12.11.2017,2017,45,Bruck am Ziller,Schwaz,1504153988
12.11.2017,2017,45,Telfs,Innsbruck-Land,-1967118877
12.11.2017,2017,45,Neustift im Stubaital,Innsbruck-Land,457004285
12.11.2017,2017,45,Lienz,Lienz,-358508021
12.11.2017,2017,45,Neustift im Stubaital,Innsbruck-Land,-489889563
12.11.2017,2017,45,Westendorf,Kitzbühel,282265696
12.11.2017,2017,45,Sautens,Imst,861206277
11.11.2017,2017,45,Kaunertal,Landeck,-1500074423
11.11.2017,2017,45,Flirsch,Landeck,875541949
11.11.2017,2017,45,Stumm,Schwaz,-1434369255
11.11.2017,2017,45,Birgitz,Innsbruck-Land,-2085276808
11.11.2017,2017,45,Langkampfen,Kufstein,1571612020
11.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,1160689316
11.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,1933821980
11.11.2017,2017,45,Kramsach,Kufstein,-590671898
11.11.2017,2017,45,Schwaz,Schwaz,1245287273
11.11.2017,2017,45,Breitenbach am Inn,Kufstein,105745801
11.11.2017,2017,45,Brixlegg,Kufstein,-1136960188
10.11.2017,2017,45,Fiss,Landeck,1143487060
10.11.2017,2017,45,Bruck am Ziller,Schwaz,-640624885
10.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,-1145569509
10.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,279629359
10.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,-1578129487
10.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,1381508802
10.11.2017,2017,45,St. Johann in Tirol,Kitzbühel,-226486745
10.11.2017,2017,45,Pettneu am Arlberg,Landeck,-177417503
10.11.2017,2017,45,Trins,Innsbruck-Land,1607525850
10.11.2017,2017,45,Kramsach,Kufstein,-471159331
10.11.2017,2017,45,Kössen,Kitzbühel,1391778656
10.11.2017,2017,45,Schlitters,Schwaz,35662731
10.11.2017,2017,45,Nußdorf-Debant,Lienz,442173340
10.11.2017,2017,45,Matrei in Osttirol,Lienz,-818929640
10.11.2017,2017,45,Lienz,Lienz,-1956977707
10.11.2017,2017,45,Hopfgarten im Brixental,Kitzbühel,-1814232119
09.11.2017,2017,45,Mieming,Imst,-1570210926
09.11.2017,2017,45,Alpbach,Kufstein,1595007285
09.11.2017,2017,45,Vomp,Schwaz,-1520574854
09.11.2017,2017,45,Heinfels,Lienz,-1519915071
09.11.2017,2017,45,Matrei in Osttirol,Lienz,-347882806
09.11.2017,2017,45,Ellmau,Kufstein,1232310008
09.11.2017,2017,45,Schlitters,Schwaz,1654422221
08.11.2017,2017,45,Sistrans,Innsbruck-Land,-736390664
08.11.2017,2017,45,Schwaz,Schwaz,1659259715
08.11.2017,2017,45,Zell am Ziller,Schwaz,-1045861978
08.11.2017,2017,45,Oberhofen im Inntal,Innsbruck-Land,-610696637
08.11.2017,2017,45,Grinzens,Innsbruck-Land,-1330497139
08.11.2017,2017,45,Mils,Innsbruck-Land,-10008394
08.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,1187242589
08.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,976103978
08.11.2017,2017,45,Kössen,Kitzbühel,428013833
08.11.2017,2017,45,Hopfgarten im Brixental,Kitzbühel,1182398409
08.11.2017,2017,45,Imst,Imst,-1693592547
08.11.2017,2017,45,Imst,Imst,-453444489
08.11.2017,2017,45,Kundl,Kufstein,1437497514
07.11.2017,2017,45,Ranggen,Innsbruck-Land,-1713087647
07.11.2017,2017,45,Zirl,Innsbruck-Land,1086656952
07.11.2017,2017,45,Serfaus,Landeck,-276428268
07.11.2017,2017,45,Hall in Tirol,Innsbruck-Land,-1812237102
07.11.2017,2017,45,Mayrhofen,Schwaz,631551567
07.11.2017,2017,45,Stumm,Schwaz,169457362
07.11.2017,2017,45,Finkenberg,Schwaz,-1143029172
07.11.2017,2017,45,Silz,Imst,-1852544005
07.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,-1181995697
07.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,-1435025055
07.11.2017,2017,45,Innsbruck,Innsbruck-Stadt,-632984922
07.11.2017,2017,45,Oberlienz,Lienz,1006293189
07.11.2017,2017,45,Fieberbrunn,Kitzbühel,-774364449
07.11.2017,2017,45,Imst,Imst,1772810625
07.11.2017,2017,45,Tarrenz,Imst,-161906378
07.11.2017,2017,45,Neustift im Stubaital,Innsbruck-Land,-1852293192
07.11.2017,2017,45,Assling,Lienz,-1636465511
07.11.2017,2017,45,Sillian,Lienz,-960108496
07.11.2017,2017,45,Jenbach,Schwaz,-1334638089
06.11.2017,2017,45,Telfs,Innsbruck-Land,-1235499405
06.11.2017,2017,45,Imst,Imst,-1560393482
06.11.2017,2017,45,Kirchbichl,Kufstein,-1923120733
06.11.2017,2017,45,Kufstein,Kufstein,1348237215
06.11.2017,2017,45,Neustift im Stubaital,Innsbruck-Land,-1593182200
06.11.2017,2017,45,Fieberbrunn,Kitzbühel,2037492607
06.11.2017,2017,45,Jochberg,Kitzbühel,-832993559
06.11.2017,2017,45,Kitzbühel,Kitzbühel,1987310183
06.11.2017,2017,45,Karres,Imst,-343706750
06.11.2017,2017,45,Lienz,Lienz,2052609642
05.11.2017,2017,44,Leutasch,Innsbruck-Land,-2036986842
05.11.2017,2017,44,Tux,Schwaz,1936529101
05.11.2017,2017,44,Grinzens,Innsbruck-Land,-738123767
05.11.2017,2017,44,Mutters,Innsbruck-Land,-813996435
05.11.2017,2017,44,Kufstein,Kufstein,983185949
05.11.2017,2017,44,Mils,Innsbruck-Land,-1206231597
05.11.2017,2017,44,Hall in Tirol,Innsbruck-Land,648962942
05.11.2017,2017,44,Innsbruck,Innsbruck-Stadt,1978186814
05.11.2017,2017,44,Kufstein,Kufstein,571701846
05.11.2017,2017,44,Kundl,Kufstein,-1137979584
05.11.2017,2017,44,Bad Häring,Kufstein,-980447570
05.11.2017,2017,44,Kirchbichl,Kufstein,-1802227466
04.11.2017,2017,44,Seefeld in Tirol,Innsbruck-Land,1636814590
04.11.2017,2017,44,Sellrain,Innsbruck-Land,-914370933
04.11.2017,2017,44,Angerberg,Kufstein,1103661726
04.11.2017,2017,44,Gschnitz,Innsbruck-Land,-235435200
04.11.2017,2017,44,Längenfeld,Imst,1515007819
04.11.2017,2017,44,Thiersee,Kufstein,1740966500
04.11.2017,2017,44,Wenns,Imst,-1192403208
04.11.2017,2017,44,Kufstein,Kufstein,-2043238974
04.11.2017,2017,44,St. Jakob in Haus,Kitzbühel,1973367543
04.11.2017,2017,44,Achenkirch,Schwaz,1079358412
04.11.2017,2017,44,Terfens,Schwaz,-1662546650
04.11.2017,2017,44,Nußdorf-Debant,Lienz,-642430692
03.11.2017,2017,44,Schwaz,Schwaz,-1491099055
03.11.2017,2017,44,Uderns,Schwaz,1120400317
03.11.2017,2017,44,Brixlegg,Kufstein,662369774
03.11.2017,2017,44,Zell am Ziller,Schwaz,773499534
03.11.2017,2017,44,Wattens,Innsbruck-Land,349202632
03.11.2017,2017,44,Telfs,Innsbruck-Land,7627600
03.11.2017,2017,44,Karrösten,Imst,1563345569
03.11.2017,2017,44,Kufstein,Kufstein,-497765485
03.11.2017,2017,44,Lienz,Lienz,-2045957076
03.11.2017,2017,44,Kirchbichl,Kufstein,-639087356
03.11.2017,2017,44,Jenbach,Schwaz,1974788454
03.11.2017,2017,44,Lienz,Lienz,1196085012
02.11.2017,2017,44,Volders,Innsbruck-Land,-6822704
02.11.2017,2017,44,Volders,Innsbruck-Land,2138330624
02.11.2017,2017,44,Flaurling,Innsbruck-Land,723797092
02.11.2017,2017,44,Achenkirch,Schwaz,-770938431
02.11.2017,2017,44,Buch in Tirol,Schwaz,87977731
02.11.2017,2017,44,Volders,Innsbruck-Land,1356377088
02.11.2017,2017,44,Volders,Innsbruck-Land,-445403226
02.11.2017,2017,44,Pettneu am Arlberg,Landeck,585844233
02.11.2017,2017,44,Sillian,Lienz,302996609
02.11.2017,2017,44,Kundl,Kufstein,538178430
02.11.2017,2017,44,Wattens,Innsbruck-Land,89177930
02.11.2017,2017,44,Kitzbühel,Kitzbühel,-1139734642
01.11.2017,2017,44,Mayrhofen,Schwaz,2139221472
01.11.2017,2017,44,Mils,Innsbruck-Land,998622532
01.11.2017,2017,44,Innsbruck,Innsbruck-Stadt,1187214565
01.11.2017,2017,44,Hall in Tirol,Innsbruck-Land,-1943440694
01.11.2017,2017,44,Ehrwald,Reutte,920694390
01.11.2017,2017,44,Mils,Innsbruck-Land,-642430692
01.11.2017,2017,44,Ehenbichl,Reutte,-1089203123
01.11.2017,2017,44,Kitzbühel,Kitzbühel,-1168555053
01.11.2017,2017,44,Kitzbühel,Kitzbühel,743163016
1.1.2017,2017,52,Volders,Innsbruck-Land,-1533753131
1.1.2017,2017,52,Wattens,Innsbruck-Land,-133801456
31.10.2017,2017,44,Seefeld in Tirol,Innsbruck-Land,-531956807
31.10.2017,2017,44,Pfunds,Landeck,2130808156
31.10.2017,2017,44,Landeck,Landeck,-1122627852
31.10.2017,2017,44,Pfunds,Landeck,2095197898
31.10.2017,2017,44,Wörgl,Kufstein,-641999086
31.10.2017,2017,44,Kufstein,Kufstein,-1532806115
31.10.2017,2017,44,Innsbruck,Innsbruck-Stadt,417342482
31.10.2017,2017,44,Steinach am Brenner,Innsbruck-Land,-638836256
31.10.2017,2017,44,Kufstein,Kufstein,44670872
31.10.2017,2017,44,Nußdorf-Debant,Lienz,1419072778
31.10.2017,2017,44,Kufstein,Kufstein,-1824153465
31.10.2017,2017,44,Wörgl,Kufstein,923528747
30.10.2017,2017,44,Flaurling,Innsbruck-Land,-662310665
30.10.2017,2017,44,Schönwies,Landeck,1297824573
30.10.2017,2017,44,Innsbruck,Innsbruck-Stadt,624692396
30.10.2017,2017,44,Innsbruck,Innsbruck-Stadt,-367033160
30.10.2017,2017,44,Mils,Innsbruck-Land,-577567422
30.10.2017,2017,44,Mils,Innsbruck-Land,-1765667377
30.10.2017,2017,44,Kramsach,Kufstein,-1768118291
30.10.2017,2017,44,Lienz,Lienz,566420045
30.10.2017,2017,44,Arzl im Pitztal,Imst,1664490297
30.10.2017,2017,44,Nußdorf-Debant,Lienz,-1543883025
30.10.2017,2017,44,Eben am Achensee,Schwaz,1642769160
30.10.2017,2017,44,Ischgl,Landeck,191669642
30.10.2017,2017,44,Imst,Imst,1942718250
30.10.2017,2017,44,St. Leonhard im Pitztal,Imst,-537530889
29.10.2017,2017,43,Zirl,Innsbruck-Land,1313213425
29.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,2104756235
29.10.2017,2017,43,Pfaffenhofen,Innsbruck-Land,-641959119
29.10.2017,2017,43,Axams,Innsbruck-Land,186737534
29.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,1498248902
29.10.2017,2017,43,Schwaz,Schwaz,-1708442513
29.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,509724987
29.10.2017,2017,43,Hopfgarten im Brixental,Kitzbühel,-911556785
29.10.2017,2017,43,Kirchberg in Tirol,Kitzbühel,121451953
29.10.2017,2017,43,Lienz,Lienz,1936231958
29.10.2017,2017,43,Lienz,Lienz,1239985999
29.10.2017,2017,43,Kufstein,Kufstein,833517120
29.10.2017,2017,43,Kitzbühel,Kitzbühel,425442908
29.10.2017,2017,43,Stans,Schwaz,36347271
29.10.2017,2017,43,Mühlbachl,Innsbruck-Land,444363406
28.10.2017,2017,43,Zirl,Innsbruck-Land,1319257481
28.10.2017,2017,43,Sellrain,Innsbruck-Land,1487514093
28.10.2017,2017,43,St. Anton am Arlberg,Landeck,219701769
28.10.2017,2017,43,Fügen,Schwaz,417188149
28.10.2017,2017,43,Telfs,Innsbruck-Land,-1152740184
28.10.2017,2017,43,Kufstein,Kufstein,1877703023
28.10.2017,2017,43,Brandenberg,Kufstein,-1243482898
28.10.2017,2017,43,Westendorf,Kitzbühel,-533212606
27.10.2017,2017,43,Oberperfuss,Innsbruck-Land,-1535763381
27.10.2017,2017,43,Mieming,Imst,-417609772
27.10.2017,2017,43,Pettnau,Innsbruck-Land,-242585395
27.10.2017,2017,43,Kauns,Landeck,1037414724
27.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,950366890
27.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,298384908
27.10.2017,2017,43,Schwaz,Schwaz,1292886818
27.10.2017,2017,43,Tux,Schwaz,982803442
27.10.2017,2017,43,Wildermieming,Innsbruck-Land,1564305328
27.10.2017,2017,43,Telfs,Innsbruck-Land,806014244
27.10.2017,2017,43,Walchsee,Kufstein,1872825765
27.10.2017,2017,43,Neustift im Stubaital,Innsbruck-Land,647065294
27.10.2017,2017,43,Westendorf,Kitzbühel,-73858278
27.10.2017,2017,43,Kufstein,Kufstein,1541121672
27.10.2017,2017,43,Hochfilzen,Kitzbühel,350630499
26.10.2017,2017,43,Wattens,Innsbruck-Land,-1491099055
26.10.2017,2017,43,Achenkirch,Schwaz,1392283624
26.10.2017,2017,43,Wattens,Innsbruck-Land,1275181841
26.10.2017,2017,43,Telfs,Innsbruck-Land,-155670334
26.10.2017,2017,43,Alpbach,Kufstein,-1993287570
26.10.2017,2017,43,Imst,Imst,1146351026
26.10.2017,2017,43,Oberlienz,Lienz,1928776081
26.10.2017,2017,43,Schwaz,Schwaz,1075129545
26.10.2017,2017,43,Niederndorf,Kufstein,-2081735202
26.10.2017,2017,43,Brixlegg,Kufstein,-1893759552
25.10.2017,2017,43,Wattens,Innsbruck-Land,-1914337938
25.10.2017,2017,43,Sellrain,Innsbruck-Land,-1061427237
25.10.2017,2017,43,Fließ,Landeck,2072304974
25.10.2017,2017,43,Wattens,Innsbruck-Land,288270770
25.10.2017,2017,43,Telfs,Innsbruck-Land,-1259295070
25.10.2017,2017,43,Ehrwald,Reutte,-1381662692
25.10.2017,2017,43,Kundl,Kufstein,1879198629
25.10.2017,2017,43,Kitzbühel,Kitzbühel,1463904582
25.10.2017,2017,43,Fulpmes,Innsbruck-Land,-1591305650
25.10.2017,2017,43,Hopfgarten im Brixental,Kitzbühel,1081211176
25.10.2017,2017,43,Matrei in Osttirol,Lienz,-820554225
24.10.2017,2017,43,Völs,Innsbruck-Land,-1953853292
24.10.2017,2017,43,Zirl,Innsbruck-Land,-1535473178
24.10.2017,2017,43,Ried im Oberinntal,Landeck,1528244333
24.10.2017,2017,43,St. Anton am Arlberg,Landeck,-832128708
24.10.2017,2017,43,Fließ,Landeck,2060317511
24.10.2017,2017,43,Wiesing,Schwaz,1191993263
24.10.2017,2017,43,Finkenberg,Schwaz,-1054783844
24.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,-59932708
24.10.2017,2017,43,Ried im Zillertal,Schwaz,-918411994
24.10.2017,2017,43,Reutte,Reutte,-1166343156
24.10.2017,2017,43,Reith bei Kitzbühel,Kitzbühel,2079528490
24.10.2017,2017,43,Kufstein,Kufstein,-2094043584
24.10.2017,2017,43,Kufstein,Kufstein,1408889679
24.10.2017,2017,43,Schwaz,Schwaz,-1650274672
24.10.2017,2017,43,Wörgl,Kufstein,542801018
24.10.2017,2017,43,Alpbach,Kufstein,48267320
24.10.2017,2017,43,Thurn,Lienz,1513894913
24.10.2017,2017,43,Fügen,Schwaz,-1345375593
24.10.2017,2017,43,Kitzbühel,Kitzbühel,505956198
23.10.2017,2017,43,Wattens,Innsbruck-Land,1080588871
23.10.2017,2017,43,Wattens,Innsbruck-Land,2038713337
23.10.2017,2017,43,Scharnitz,Innsbruck-Land,1946896584
23.10.2017,2017,43,Serfaus,Landeck,-517520830
23.10.2017,2017,43,Zams,Landeck,-902283630
23.10.2017,2017,43,Fügen,Schwaz,-1526818641
23.10.2017,2017,43,Wattens,Innsbruck-Land,101212727
23.10.2017,2017,43,Wattens,Innsbruck-Land,950100487
23.10.2017,2017,43,Innsbruck,Innsbruck-Stadt,-1884170649
23.10.2017,2017,43,Imst,Imst,1435559299
23.10.2017,2017,43,Imst,Imst,-1169685534
23.10.2017,2017,43,Thiersee,Kufstein,1557212020
23.10.2017,2017,43,Waidring,Kitzbühel,936319762
23.10.2017,2017,43,Matrei in Osttirol,Lienz,-163212793
23.10.2017,2017,43,Kartitsch,Lienz,1328722806
23.10.2017,2017,43,Kössen,Kitzbühel,2065925640
23.10.2017,2017,43,Jenbach,Schwaz,-697580750
22.10.2017,2017,42,Axams,Innsbruck-Land,-984707069
22.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,-1894017815
22.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,-77968654
22.10.2017,2017,42,Lans,Innsbruck-Land,-2128397890
22.10.2017,2017,42,Hall in Tirol,Innsbruck-Land,1424446549
22.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,-229722250
22.10.2017,2017,42,Lans,Innsbruck-Land,1191650533
22.10.2017,2017,42,Reutte,Reutte,385200917
22.10.2017,2017,42,Reutte,Reutte,-748662231
22.10.2017,2017,42,Kufstein,Kufstein,-1717014830
22.10.2017,2017,42,Längenfeld,Imst,693623088
22.10.2017,2017,42,Kufstein,Kufstein,-1827267975
22.10.2017,2017,42,Lienz,Lienz,-1078302330
22.10.2017,2017,42,Waidring,Kitzbühel,-1532681023
21.10.2017,2017,42,Inzing,Innsbruck-Land,539297646
21.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,261321121
21.10.2017,2017,42,Telfes im Stubai,Innsbruck-Land,933546989
21.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,461059436
21.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,73351703
21.10.2017,2017,42,Roppen,Imst,464639190
21.10.2017,2017,42,Kössen,Kitzbühel,-2021744651
21.10.2017,2017,42,Schwoich,Kufstein,929046432
21.10.2017,2017,42,St. Ulrich am Pillersee,Kitzbühel,-1886867941
20.10.2017,2017,42,Obsteig,Imst,-1434375214
20.10.2017,2017,42,Zirl,Innsbruck-Land,762706809
20.10.2017,2017,42,Telfs,Innsbruck-Land,-159599089
20.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,233729752
20.10.2017,2017,42,Rum,Innsbruck-Land,-1584931719
20.10.2017,2017,42,Patsch,Innsbruck-Land,1211292011
20.10.2017,2017,42,Fieberbrunn,Kitzbühel,-1559745093
20.10.2017,2017,42,Virgen,Lienz,467034132
20.10.2017,2017,42,Weißenbach am Lech,Reutte,-139232941
19.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,-284539983
19.10.2017,2017,42,Seefeld in Tirol,Innsbruck-Land,-833616209
19.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,60625440
19.10.2017,2017,42,Hall in Tirol,Innsbruck-Land,-166989092
19.10.2017,2017,42,Hall in Tirol,Innsbruck-Land,-1115842756
19.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,-1506853593
19.10.2017,2017,42,Reutte,Reutte,-965430364
19.10.2017,2017,42,Sillian,Lienz,1425841845
19.10.2017,2017,42,Kundl,Kufstein,-1804706479
19.10.2017,2017,42,Nikolsdorf,Lienz,-1056849765
19.10.2017,2017,42,Kirchbichl,Kufstein,1413256061
18.10.2017,2017,42,Fügen,Schwaz,1727613562
18.10.2017,2017,42,Reith bei Kitzbühel,Kitzbühel,-282040483
18.10.2017,2017,42,Westendorf,Kitzbühel,-1440324500
18.10.2017,2017,42,Angath,Kufstein,1348876883
18.10.2017,2017,42,Scheffau am Wilden Kaiser,Kufstein,-1025409020
18.10.2017,2017,42,Westendorf,Kitzbühel,-548981074
18.10.2017,2017,42,Ellmau,Kufstein,634715376
18.10.2017,2017,42,Angath,Kufstein,822046352
17.10.2017,2017,42,Wattens,Innsbruck-Land,1237776491
17.10.2017,2017,42,Prutz,Landeck,-712147333
17.10.2017,2017,42,Hippach,Schwaz,-1809151285
17.10.2017,2017,42,Wattens,Innsbruck-Land,-868290721
17.10.2017,2017,42,Thaur,Innsbruck-Land,-1954864189
17.10.2017,2017,42,Volders,Innsbruck-Land,-1524838639
17.10.2017,2017,42,Pfons,Innsbruck-Land,380801154
17.10.2017,2017,42,Wörgl,Kufstein,-334761362
17.10.2017,2017,42,Kirchberg in Tirol,Kitzbühel,-1791281850
17.10.2017,2017,42,Jochberg,Kitzbühel,647196322
17.10.2017,2017,42,Hopfgarten im Brixental,Kitzbühel,-16148739
17.10.2017,2017,42,Kufstein,Kufstein,524912376
17.10.2017,2017,42,Brixlegg,Kufstein,-1030673206
17.10.2017,2017,42,Schwoich,Kufstein,1686215022
17.10.2017,2017,42,Fieberbrunn,Kitzbühel,-1818576472
17.10.2017,2017,42,Kappl,Landeck,-941513215
17.10.2017,2017,42,Kappl,Landeck,-29053425
16.10.2017,2017,42,Seefeld in Tirol,Innsbruck-Land,-984772242
16.10.2017,2017,42,Thaur,Innsbruck-Land,1606345424
16.10.2017,2017,42,Innsbruck,Innsbruck-Stadt,-1435999048
16.10.2017,2017,42,Ellmau,Kufstein,1696678767
16.10.2017,2017,42,Walchsee,Kufstein,1714697392
16.10.2017,2017,42,Nußdorf-Debant,Lienz,1370872333
16.10.2017,2017,42,Kitzbühel,Kitzbühel,2103770911
15.10.2017,2017,41,Wattens,Innsbruck-Land,-1230234150
15.10.2017,2017,41,Völs,Innsbruck-Land,-2103129905
15.10.2017,2017,41,Innsbruck,Innsbruck-Stadt,1087060867
15.10.2017,2017,41,Wattens,Innsbruck-Land,1888030630
15.10.2017,2017,41,Kufstein,Kufstein,-792296224
15.10.2017,2017,41,Innsbruck,Innsbruck-Stadt,327301308
15.10.2017,2017,41,Kufstein,Kufstein,-197471151
15.10.2017,2017,41,Matrei in Osttirol,Lienz,1546923412
15.10.2017,2017,41,Wörgl,Kufstein,1284020485
15.10.2017,2017,41,Kufstein,Kufstein,-880515361
15.10.2017,2017,41,Virgen,Lienz,-344731149
15.10.2017,2017,41,Lienz,Lienz,956577752
15.10.2017,2017,41,Kundl,Kufstein,1768371667
14.10.2017,2017,41,Alpbach,Kufstein,-808356274
14.10.2017,2017,41,Fügen,Schwaz,-688705506
14.10.2017,2017,41,Kundl,Kufstein,-1883987280
14.10.2017,2017,41,Fieberbrunn,Kitzbühel,-1247197968
14.10.2017,2017,41,Iselsberg-Stronach,Lienz,486116771
14.10.2017,2017,41,Lienz,Lienz,1892893211
14.10.2017,2017,41,Breitenbach am Inn,Kufstein,-1377928142
13.10.2017,2017,41,Landeck,Landeck,-978029984
13.10.2017,2017,41,Schwaz,Schwaz,-1576760446
13.10.2017,2017,41,Schwendt,Kitzbühel,236632963
13.10.2017,2017,41,Kundl,Kufstein,806329132
13.10.2017,2017,41,Aurach bei Kitzbühel,Kitzbühel,1042425888
13.10.2017,2017,41,Imsterberg,Imst,1144003862
13.10.2017,2017,41,Kitzbühel,Kitzbühel,1858916130
13.10.2017,2017,41,Bruck am Ziller,Schwaz,565916728
13.10.2017,2017,41,Breitenbach am Inn,Kufstein,1339359008
13.10.2017,2017,41,Kundl,Kufstein,997729484
13.10.2017,2017,41,Arzl im Pitztal,Imst,530035836
13.10.2017,2017,41,Jerzens,Imst,1765293305
13.10.2017,2017,41,Lienz,Lienz,-615097761
12.10.2017,2017,41,Nauders,Landeck,-226909581
12.10.2017,2017,41,Innsbruck,Innsbruck-Stadt,-994906900
12.10.2017,2017,41,Erl,Kufstein,1913441310
12.10.2017,2017,41,Innsbruck,Innsbruck-Stadt,541491017
12.10.2017,2017,41,Innsbruck,Innsbruck-Stadt,1364761240
12.10.2017,2017,41,Kössen,Kitzbühel,-1999723989
12.10.2017,2017,41,Wörgl,Kufstein,1349398234
